Dependency=clothes_dryer,Dependency=cooking_range,Dependency=geometry_building_type_recs,Dependency=geometry_unit_cfa_bin,Dependency=hvac_cooling_type,Dependency=vintage,Dependency=water_heater_fuel_type,100,101-124,125,126-199,200,201+,<100
none,non-electricity,single-family detached,0-499,none,2010s,electricity,0.040952,0.003978,0.413694,0.022069,0.495685,0.014213,0.009409
none,non-electricity,single-family detached,0-499,none,2010s,non-electricity,0.160041,0.003068,0.630052,0.017022,0.175195,0.007365,0.007257
none,non-electricity,single-family detached,0-499,none,<1940,electricity,0.031793,0.004094,0.425777,0.022714,0.491311,0.014628,0.009684
none,non-electricity,single-family detached,0-499,none,<1940,non-electricity,0.126622,0.003218,0.66085,0.017854,0.176118,0.007725,0.007612
none,non-electricity,single-family detached,0-499,room air conditioner,1940s,electricity,0.051559,0.005616,0.433523,0.056295,0.423315,0.01641,0.013282
none,non-electricity,single-family detached,0-499,room air conditioner,1940s,non-electricity,0.187064,0.004021,0.612965,0.040311,0.138234,0.007894,0.009511
none,non-electricity,single-family detached,0-499,room air conditioner,1950s,electricity,0.051345,0.005803,0.490192,0.058171,0.363809,0.016957,0.013724
none,non-electricity,single-family detached,0-499,room air conditioner,1950s,non-electricity,0.175415,0.003913,0.652644,0.039223,0.111869,0.007681,0.009254
none,non-electricity,single-family detached,0-499,room air conditioner,1960s,electricity,0.158135,0.00794,0.394326,0.0796,0.318016,0.023203,0.01878
none,non-electricity,single-family detached,0-499,room air conditioner,1960s,non-electricity,0.430034,0.004262,0.417895,0.042722,0.086641,0.008367,0.010079
none,non-electricity,single-family detached,0-499,room air conditioner,1970s,electricity,0.123903,0.009177,0.233412,0.091995,0.492993,0.026816,0.021704
none,non-electricity,single-family detached,0-499,room air conditioner,1970s,non-electricity,0.431652,0.00631,0.316893,0.063253,0.154582,0.012387,0.014923
none,non-electricity,single-family detached,0-499,room air conditioner,1980s,electricity,0.114198,0.007318,0.541689,0.073363,0.224739,0.021385,0.017308
none,non-electricity,single-family detached,0-499,room air conditioner,1980s,non-electricity,0.310574,0.003928,0.574108,0.039377,0.055011,0.007712,0.00929
none,non-electricity,single-family detached,0-499,room air conditioner,1990s,electricity,0.075802,0.005614,0.351488,0.056281,0.481131,0.016406,0.013278
none,non-electricity,single-family detached,0-499,room air conditioner,1990s,non-electricity,0.277567,0.004057,0.501573,0.040674,0.158567,0.007966,0.009596
none,non-electricity,single-family detached,0-499,room air conditioner,2000s,electricity,0.056702,0.0042,0.262922,0.0421,0.611872,0.012272,0.009933
none,non-electricity,single-family detached,0-499,room air conditioner,2000s,non-electricity,0.249832,0.003652,0.451453,0.03661,0.242647,0.00717,0.008637
none,non-electricity,single-family detached,0-499,room air conditioner,2010s,electricity,0.059569,0.004412,0.276214,0.044228,0.592251,0.012892,0.010435
none,non-electricity,single-family detached,0-499,room air conditioner,2010s,non-electricity,0.254349,0.003718,0.459616,0.037271,0.228953,0.007299,0.008793
none,non-electricity,single-family detached,0-499,room air conditioner,<1940,electricity,0.046587,0.004574,0.286379,0.045856,0.592418,0.013367,0.010819
none,non-electricity,single-family detached,0-499,room air conditioner,<1940,non-electricity,0.206712,0.004006,0.495199,0.040157,0.236589,0.007864,0.009474
none,non-electricity,single-family detached,1000-1499,central air conditioner,1940s,electricity,0.028833,0.003178,0.106902,0.011342,0.83296,0.009269,0.007516
none,non-electricity,single-family detached,1000-1499,central air conditioner,1940s,non-electricity,0.159524,0.00347,0.23049,0.012384,0.579124,0.0068,0.008207
none,non-electricity,single-family detached,1000-1499,central air conditioner,1950s,electricity,0.031982,0.003657,0.134634,0.013054,0.797354,0.010668,0.00865
none,non-electricity,single-family detached,1000-1499,central air conditioner,1950s,non-electricity,0.167383,0.003778,0.2746,0.013484,0.524417,0.007404,0.008935
none,non-electricity,single-family detached,1000-1499,central air conditioner,1960s,electricity,0.107947,0.005224,0.113051,0.018645,0.727539,0.015238,0.012356
none,non-electricity,single-family detached,1000-1499,central air conditioner,1960s,non-electricity,0.410539,0.003921,0.167553,0.013995,0.387034,0.007684,0.009274
none,non-electricity,single-family detached,1000-1499,central air conditioner,1970s,electricity,0.060354,0.004523,0.050133,0.016144,0.844954,0.013194,0.010698
none,non-electricity,single-family detached,1000-1499,central air conditioner,1970s,non-electricity,0.311082,0.004601,0.100701,0.016422,0.547293,0.009017,0.010883
none,non-electricity,single-family detached,1000-1499,central air conditioner,1980s,electricity,0.093854,0.006086,0.196301,0.021721,0.649892,0.017752,0.014394
none,non-electricity,single-family detached,1000-1499,central air conditioner,1980s,non-electricity,0.357258,0.004572,0.2912,0.016318,0.310878,0.00896,0.010814
none,non-electricity,single-family detached,1000-1499,central air conditioner,1990s,electricity,0.038291,0.00287,0.078289,0.010242,0.85515,0.008371,0.006787
none,non-electricity,single-family detached,1000-1499,central air conditioner,1990s,non-electricity,0.2112,0.003124,0.168283,0.011149,0.592734,0.006122,0.007388
none,non-electricity,single-family detached,1000-1499,central air conditioner,2000s,electricity,0.023951,0.001795,0.04897,0.006406,0.909396,0.005236,0.004245
none,non-electricity,single-family detached,1000-1499,central air conditioner,2000s,non-electricity,0.149259,0.002208,0.118929,0.00788,0.712177,0.004327,0.005222
none,non-electricity,single-family detached,1000-1499,central air conditioner,2010s,electricity,0.025967,0.001946,0.053091,0.006946,0.901771,0.005676,0.004603
none,non-electricity,single-family detached,1000-1499,central air conditioner,2010s,non-electricity,0.158349,0.002342,0.126171,0.008359,0.694649,0.00459,0.00554
none,non-electricity,single-family detached,1000-1499,central air conditioner,<1940,electricity,0.020229,0.00201,0.054833,0.007173,0.905138,0.005863,0.004754
none,non-electricity,single-family detached,1000-1499,central air conditioner,<1940,non-electricity,0.127332,0.002497,0.134503,0.008911,0.715958,0.004893,0.005905
none,non-electricity,single-family detached,1000-1499,heat pump,1940s,electricity,0.029774,0.004277,0.127227,0.002883,0.803856,0.021865,0.010117
none,non-electricity,single-family detached,1000-1499,heat pump,1940s,non-electricity,0.159489,0.004522,0.265593,0.003048,0.541121,0.01553,0.010696
none,non-electricity,single-family detached,1000-1499,heat pump,1950s,electricity,0.032769,0.004885,0.158993,0.003293,0.763536,0.024971,0.011554
none,non-electricity,single-family detached,1000-1499,heat pump,1950s,non-electricity,0.165596,0.004872,0.313113,0.003284,0.484879,0.016732,0.011523
none,non-electricity,single-family detached,1000-1499,heat pump,1960s,electricity,0.110093,0.006945,0.132887,0.004682,0.693464,0.035502,0.016426
none,non-electricity,single-family detached,1000-1499,heat pump,1960s,non-electricity,0.409079,0.005093,0.192427,0.003433,0.360429,0.017492,0.012046
none,non-electricity,single-family detached,1000-1499,heat pump,1970s,electricity,0.062753,0.00613,0.060078,0.004132,0.821069,0.031338,0.0145
none,non-electricity,single-family detached,1000-1499,heat pump,1970s,non-electricity,0.316313,0.006099,0.118015,0.004111,0.520092,0.020945,0.014425
none,non-electricity,single-family detached,1000-1499,heat pump,1980s,electricity,0.11739,0.007726,0.220352,0.005208,0.591553,0.039496,0.018274
none,non-electricity,single-family detached,1000-1499,heat pump,1980s,non-electricity,0.406197,0.005277,0.297141,0.003557,0.257227,0.018121,0.01248
none,non-electricity,single-family detached,1000-1499,heat pump,1990s,electricity,0.039805,0.003889,0.0938,0.002621,0.83081,0.019878,0.009197
none,non-electricity,single-family detached,1000-1499,heat pump,1990s,non-electricity,0.21343,0.004115,0.196003,0.002774,0.559811,0.014133,0.009733
none,non-electricity,single-family detached,1000-1499,heat pump,2000s,electricity,0.025166,0.002459,0.059305,0.001657,0.893031,0.012568,0.005815
none,non-electricity,single-family detached,1000-1499,heat pump,2000s,non-electricity,0.153333,0.002956,0.140813,0.001993,0.683758,0.010153,0.006992
none,non-electricity,single-family detached,1000-1499,heat pump,2010s,electricity,0.027231,0.00266,0.06417,0.001793,0.884255,0.013599,0.006292
none,non-electricity,single-family detached,1000-1499,heat pump,2010s,non-electricity,0.162209,0.003128,0.148964,0.002108,0.665454,0.010741,0.007397
none,non-electricity,single-family detached,1000-1499,heat pump,<1940,electricity,0.02122,0.002748,0.066292,0.001853,0.887339,0.014048,0.0065
none,non-electricity,single-family detached,1000-1499,heat pump,<1940,non-electricity,0.13049,0.003335,0.158867,0.002248,0.685716,0.011455,0.007889
none,non-electricity,single-family detached,1000-1499,none,1940s,electricity,0.023401,0.003383,0.228764,0.005676,0.718712,0.012064,0.008001
none,non-electricity,single-family detached,1000-1499,none,1940s,non-electricity,0.112594,0.003212,0.428948,0.00539,0.434561,0.007697,0.007598
none,non-electricity,single-family detached,1000-1499,none,1950s,electricity,0.025065,0.00376,0.278213,0.006308,0.664355,0.013408,0.008892
none,non-electricity,single-family detached,1000-1499,none,1950s,non-electricity,0.112654,0.003335,0.487304,0.005596,0.375234,0.00799,0.007888
none,non-electricity,single-family detached,1000-1499,none,1960s,electricity,0.08716,0.005532,0.240681,0.009283,0.624528,0.01973,0.013085
none,non-electricity,single-family detached,1000-1499,none,1960s,non-electricity,0.315299,0.00395,0.339301,0.006628,0.316016,0.009464,0.009342
none,non-electricity,single-family detached,1000-1499,none,1970s,electricity,0.052853,0.005195,0.115759,0.008718,0.78666,0.018528,0.012288
none,non-electricity,single-family detached,1000-1499,none,1970s,non-electricity,0.258514,0.005015,0.220651,0.008415,0.483526,0.012016,0.011862
none,non-electricity,single-family detached,1000-1499,none,1980s,electricity,0.068452,0.005822,0.377502,0.009769,0.503924,0.020762,0.01377
none,non-electricity,single-family detached,1000-1499,none,1980s,non-electricity,0.238142,0.003997,0.511811,0.006708,0.22031,0.009578,0.009455
none,non-electricity,single-family detached,1000-1499,none,1990s,electricity,0.032278,0.003173,0.174013,0.005324,0.766392,0.011315,0.007504
none,non-electricity,single-family detached,1000-1499,none,1990s,non-electricity,0.16054,0.003115,0.337283,0.005226,0.479007,0.007462,0.007366
none,non-electricity,single-family detached,1000-1499,none,2000s,electricity,0.023546,0.002315,0.126937,0.003884,0.829591,0.008254,0.005474
none,non-electricity,single-family detached,1000-1499,none,2000s,non-electricity,0.13033,0.002528,0.273813,0.004243,0.577048,0.006058,0.00598
none,non-electricity,single-family detached,1000-1499,none,2010s,electricity,0.022612,0.002223,0.121903,0.00373,0.836349,0.007927,0.005257
none,non-electricity,single-family detached,1000-1499,none,2010s,non-electricity,0.126276,0.00245,0.265296,0.004111,0.590204,0.00587,0.005794
none,non-electricity,single-family detached,1000-1499,none,<1940,electricity,0.017594,0.002293,0.125743,0.003847,0.836923,0.008177,0.005423
none,non-electricity,single-family detached,1000-1499,none,<1940,non-electricity,0.100459,0.002584,0.2798,0.004335,0.600521,0.006191,0.006111
none,non-electricity,single-family detached,1000-1499,room air conditioner,1940s,electricity,0.03146,0.003467,0.141166,0.010513,0.795079,0.010114,0.008201
none,non-electricity,single-family detached,1000-1499,room air conditioner,1940s,non-electricity,0.163764,0.003562,0.286369,0.010801,0.520098,0.006981,0.008425
none,non-electricity,single-family detached,1000-1499,room air conditioner,1950s,electricity,0.034517,0.003947,0.175863,0.011969,0.752853,0.011514,0.009336
none,non-electricity,single-family detached,1000-1499,room air conditioner,1950s,non-electricity,0.169062,0.003816,0.335675,0.01157,0.463376,0.007478,0.009025
none,non-electricity,single-family detached,1000-1499,room air conditioner,1960s,electricity,0.116085,0.005618,0.147137,0.017034,0.684453,0.016387,0.013287
none,non-electricity,single-family detached,1000-1499,room air conditioner,1960s,non-electricity,0.416925,0.003982,0.20594,0.012075,0.343856,0.007804,0.009418
none,non-electricity,single-family detached,1000-1499,room air conditioner,1970s,electricity,0.066885,0.005013,0.067241,0.015199,0.819184,0.014622,0.011856
none,non-electricity,single-family detached,1000-1499,room air conditioner,1970s,non-electricity,0.327386,0.004842,0.128264,0.014683,0.503882,0.00949,0.011453
none,non-electricity,single-family detached,1000-1499,room air conditioner,1980s,electricity,0.098105,0.006362,0.248341,0.019289,0.5943,0.018556,0.015046
none,non-electricity,single-family detached,1000-1499,room air conditioner,1980s,non-electricity,0.350299,0.004483,0.345568,0.013594,0.266668,0.008786,0.010603
none,non-electricity,single-family detached,1000-1499,room air conditioner,1990s,electricity,0.042176,0.003161,0.104365,0.009584,0.824018,0.00922,0.007476
none,non-electricity,single-family detached,1000-1499,room air conditioner,1990s,non-electricity,0.220111,0.003256,0.212262,0.009872,0.54042,0.00638,0.0077
none,non-electricity,single-family detached,1000-1499,room air conditioner,2000s,electricity,0.026746,0.002004,0.066184,0.006078,0.888401,0.005847,0.004741
none,non-electricity,single-family detached,1000-1499,room air conditioner,2000s,non-electricity,0.15969,0.002362,0.153996,0.007162,0.666575,0.004629,0.005587
none,non-electricity,single-family detached,1000-1499,room air conditioner,2010s,electricity,0.028924,0.002168,0.071574,0.006573,0.879311,0.006323,0.005127
none,non-electricity,single-family detached,1000-1499,room air conditioner,2010s,non-electricity,0.168647,0.002494,0.162634,0.007564,0.647872,0.004889,0.0059
none,non-electricity,single-family detached,1000-1499,room air conditioner,<1940,electricity,0.022548,0.00224,0.073971,0.006793,0.882614,0.006535,0.005299
none,non-electricity,single-family detached,1000-1499,room air conditioner,<1940,non-electricity,0.135846,0.002664,0.173671,0.008077,0.668222,0.00522,0.0063
none,non-electricity,single-family detached,1500-1999,central air conditioner,1940s,electricity,0.010408,0.001109,0.014482,0.029446,0.937748,0.004186,0.002622
none,non-electricity,single-family detached,1500-1999,central air conditioner,1940s,non-electricity,0.079716,0.001676,0.043227,0.044512,0.822653,0.004252,0.003964
