Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Location Region	Dependency=Geometry Foundation Type	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=None	sampling_probability
Single-Family Attached	2000s	CR05	Unheated Basement	0.020000	0.150000	0.830000	0.000000	0.000041
Multi-Family with 2 - 4 Units	2000s	CR05	Unheated Basement	0.020000	0.150000	0.830000	0.000000	0.000080
Multi-Family with 5+ Units	2000s	CR05	Unheated Basement	0.020000	0.150000	0.830000	0.000000	0.000178
Mobile Home	2000s	CR05	Unheated Basement	0.020000	0.150000	0.830000	0.000000	0.000000
Single-Family Detached	2010s	CR05	Unheated Basement	0.020000	0.150000	0.830000	0.000000	0.000098
Single-Family Attached	2010s	CR05	Unheated Basement	0.020000	0.150000	0.830000	0.000000	0.000009
Multi-Family with 2 - 4 Units	2010s	CR05	Unheated Basement	0.020000	0.150000	0.830000	0.000000	0.000018
Multi-Family with 5+ Units	2010s	CR05	Unheated Basement	0.020000	0.150000	0.830000	0.000000	0.000040
Mobile Home	2010s	CR05	Unheated Basement	0.020000	0.150000	0.830000	0.000000	0.000000
Single-Family Detached	<1940	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000369
Single-Family Attached	<1940	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000035
Multi-Family with 2 - 4 Units	<1940	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000069
Multi-Family with 5+ Units	<1940	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000153
Mobile Home	<1940	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1940s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000148
Single-Family Attached	1940s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000014
Multi-Family with 2 - 4 Units	1940s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000028
Multi-Family with 5+ Units	1940s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000061
Mobile Home	1940s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1950s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000311
Single-Family Attached	1950s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000030
Multi-Family with 2 - 4 Units	1950s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000058
Multi-Family with 5+ Units	1950s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000129
Mobile Home	1950s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1960s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000315
Single-Family Attached	1960s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000030
Multi-Family with 2 - 4 Units	1960s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000059
Multi-Family with 5+ Units	1960s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000130
Mobile Home	1960s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1970s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000450
Single-Family Attached	1970s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000043
Multi-Family with 2 - 4 Units	1970s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000084
Multi-Family with 5+ Units	1970s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000186
Mobile Home	1970s	CR06	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1980s	CR06	Unheated Basement	0.130000	0.190000	0.670000	0.000000	0.000395
Single-Family Attached	1980s	CR06	Unheated Basement	0.130000	0.190000	0.670000	0.000000	0.000038
Multi-Family with 2 - 4 Units	1980s	CR06	Unheated Basement	0.130000	0.190000	0.670000	0.000000	0.000074
Multi-Family with 5+ Units	1980s	CR06	Unheated Basement	0.130000	0.190000	0.670000	0.000000	0.000163
Mobile Home	1980s	CR06	Unheated Basement	0.130000	0.190000	0.670000	0.000000	0.000000
Single-Family Detached	1990s	CR06	Unheated Basement	0.010000	0.090000	0.910000	0.000000	0.000414
Single-Family Attached	1990s	CR06	Unheated Basement	0.010000	0.090000	0.910000	0.000000	0.000039
Multi-Family with 2 - 4 Units	1990s	CR06	Unheated Basement	0.010000	0.090000	0.910000	0.000000	0.000077
Multi-Family with 5+ Units	1990s	CR06	Unheated Basement	0.010000	0.090000	0.910000	0.000000	0.000171
Mobile Home	1990s	CR06	Unheated Basement	0.010000	0.090000	0.910000	0.000000	0.000000
Single-Family Detached	2000s	CR06	Unheated Basement	0.030000	0.140000	0.830000	0.000000	0.000422
Single-Family Attached	2000s	CR06	Unheated Basement	0.030000	0.140000	0.830000	0.000000	0.000040
Multi-Family with 2 - 4 Units	2000s	CR06	Unheated Basement	0.030000	0.140000	0.830000	0.000000	0.000079
Multi-Family with 5+ Units	2000s	CR06	Unheated Basement	0.030000	0.140000	0.830000	0.000000	0.000175
Mobile Home	2000s	CR06	Unheated Basement	0.030000	0.140000	0.830000	0.000000	0.000000
Single-Family Detached	2010s	CR06	Unheated Basement	0.030000	0.140000	0.830000	0.000000	0.000096
Single-Family Attached	2010s	CR06	Unheated Basement	0.030000	0.140000	0.830000	0.000000	0.000009
Multi-Family with 2 - 4 Units	2010s	CR06	Unheated Basement	0.030000	0.140000	0.830000	0.000000	0.000018
Multi-Family with 5+ Units	2010s	CR06	Unheated Basement	0.030000	0.140000	0.830000	0.000000	0.000040
Mobile Home	2010s	CR06	Unheated Basement	0.030000	0.140000	0.830000	0.000000	0.000000
Single-Family Detached	<1940	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001370
Single-Family Attached	<1940	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000130
Multi-Family with 2 - 4 Units	<1940	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000256
Multi-Family with 5+ Units	<1940	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000566
Mobile Home	<1940	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1940s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000548
Single-Family Attached	1940s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000052
Multi-Family with 2 - 4 Units	1940s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000102
Multi-Family with 5+ Units	1940s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000227
Mobile Home	1940s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1950s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001156
Single-Family Attached	1950s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000110
Multi-Family with 2 - 4 Units	1950s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000216
Multi-Family with 5+ Units	1950s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000478
Mobile Home	1950s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1960s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001170
Single-Family Attached	1960s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000111
Multi-Family with 2 - 4 Units	1960s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000218
Multi-Family with 5+ Units	1960s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000484
Mobile Home	1960s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1970s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001670
Single-Family Attached	1970s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000159
Multi-Family with 2 - 4 Units	1970s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000312
Multi-Family with 5+ Units	1970s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000691
Mobile Home	1970s	CR07	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1980s	CR07	Unheated Basement	0.310000	0.260000	0.430000	0.000000	0.001464
Single-Family Attached	1980s	CR07	Unheated Basement	0.310000	0.260000	0.430000	0.000000	0.000139
Multi-Family with 2 - 4 Units	1980s	CR07	Unheated Basement	0.310000	0.260000	0.430000	0.000000	0.000273
Multi-Family with 5+ Units	1980s	CR07	Unheated Basement	0.310000	0.260000	0.430000	0.000000	0.000605
Mobile Home	1980s	CR07	Unheated Basement	0.310000	0.260000	0.430000	0.000000	0.000000
Single-Family Detached	1990s	CR07	Unheated Basement	0.030000	0.490000	0.470000	0.000000	0.001537
Single-Family Attached	1990s	CR07	Unheated Basement	0.030000	0.490000	0.470000	0.000000	0.000146
Multi-Family with 2 - 4 Units	1990s	CR07	Unheated Basement	0.030000	0.490000	0.470000	0.000000	0.000287
Multi-Family with 5+ Units	1990s	CR07	Unheated Basement	0.030000	0.490000	0.470000	0.000000	0.000636
Mobile Home	1990s	CR07	Unheated Basement	0.030000	0.490000	0.470000	0.000000	0.000000
Single-Family Detached	2000s	CR07	Unheated Basement	0.070000	0.070000	0.860000	0.000000	0.001567
Single-Family Attached	2000s	CR07	Unheated Basement	0.070000	0.070000	0.860000	0.000000	0.000149
Multi-Family with 2 - 4 Units	2000s	CR07	Unheated Basement	0.070000	0.070000	0.860000	0.000000	0.000292
Multi-Family with 5+ Units	2000s	CR07	Unheated Basement	0.070000	0.070000	0.860000	0.000000	0.000648
Mobile Home	2000s	CR07	Unheated Basement	0.070000	0.070000	0.860000	0.000000	0.000000
Single-Family Detached	2010s	CR07	Unheated Basement	0.070000	0.070000	0.860000	0.000000	0.000356
Single-Family Attached	2010s	CR07	Unheated Basement	0.070000	0.070000	0.860000	0.000000	0.000034
Multi-Family with 2 - 4 Units	2010s	CR07	Unheated Basement	0.070000	0.070000	0.860000	0.000000	0.000066
Multi-Family with 5+ Units	2010s	CR07	Unheated Basement	0.070000	0.070000	0.860000	0.000000	0.000147
Mobile Home	2010s	CR07	Unheated Basement	0.070000	0.070000	0.860000	0.000000	0.000000
Single-Family Detached	<1940	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001350
Single-Family Attached	<1940	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000129
Multi-Family with 2 - 4 Units	<1940	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000252
Multi-Family with 5+ Units	<1940	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000558
Mobile Home	<1940	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1940s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000541
Single-Family Attached	1940s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000051
Multi-Family with 2 - 4 Units	1940s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000101
Multi-Family with 5+ Units	1940s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000224
Mobile Home	1940s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1950s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001140
Single-Family Attached	1950s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000109
Multi-Family with 2 - 4 Units	1950s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000213
Multi-Family with 5+ Units	1950s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000471
Mobile Home	1950s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1960s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001153
Single-Family Attached	1960s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000110
Multi-Family with 2 - 4 Units	1960s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000215
Multi-Family with 5+ Units	1960s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000477
Mobile Home	1960s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1970s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001647
Single-Family Attached	1970s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000157
Multi-Family with 2 - 4 Units	1970s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000307
Multi-Family with 5+ Units	1970s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000681
Mobile Home	1970s	CR08	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1980s	CR08	Unheated Basement	0.260000	0.150000	0.600000	0.000000	0.001444
Single-Family Attached	1980s	CR08	Unheated Basement	0.260000	0.150000	0.600000	0.000000	0.000137
Multi-Family with 2 - 4 Units	1980s	CR08	Unheated Basement	0.260000	0.150000	0.600000	0.000000	0.000269
Multi-Family with 5+ Units	1980s	CR08	Unheated Basement	0.260000	0.150000	0.600000	0.000000	0.000597
Mobile Home	1980s	CR08	Unheated Basement	0.260000	0.150000	0.600000	0.000000	0.000000
Single-Family Detached	1990s	CR08	Unheated Basement	0.070000	0.380000	0.550000	0.000000	0.001516
Single-Family Attached	1990s	CR08	Unheated Basement	0.070000	0.380000	0.550000	0.000000	0.000144
Multi-Family with 2 - 4 Units	1990s	CR08	Unheated Basement	0.070000	0.380000	0.550000	0.000000	0.000283
Multi-Family with 5+ Units	1990s	CR08	Unheated Basement	0.070000	0.380000	0.550000	0.000000	0.000627
Mobile Home	1990s	CR08	Unheated Basement	0.070000	0.380000	0.550000	0.000000	0.000000
Single-Family Detached	2000s	CR08	Unheated Basement	0.110000	0.240000	0.640000	0.000000	0.001545
Single-Family Attached	2000s	CR08	Unheated Basement	0.110000	0.240000	0.640000	0.000000	0.000147
Multi-Family with 2 - 4 Units	2000s	CR08	Unheated Basement	0.110000	0.240000	0.640000	0.000000	0.000288
Multi-Family with 5+ Units	2000s	CR08	Unheated Basement	0.110000	0.240000	0.640000	0.000000	0.000639
Mobile Home	2000s	CR08	Unheated Basement	0.110000	0.240000	0.640000	0.000000	0.000000
Single-Family Detached	2010s	CR08	Unheated Basement	0.110000	0.240000	0.640000	0.000000	0.000351
Single-Family Attached	2010s	CR08	Unheated Basement	0.110000	0.240000	0.640000	0.000000	0.000033
Multi-Family with 2 - 4 Units	2010s	CR08	Unheated Basement	0.110000	0.240000	0.640000	0.000000	0.000066
Multi-Family with 5+ Units	2010s	CR08	Unheated Basement	0.110000	0.240000	0.640000	0.000000	0.000145
Mobile Home	2010s	CR08	Unheated Basement	0.110000	0.240000	0.640000	0.000000	0.000000
Single-Family Detached	<1940	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.003076
Single-Family Attached	<1940	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000293
Multi-Family with 2 - 4 Units	<1940	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000574
Multi-Family with 5+ Units	<1940	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001272
Mobile Home	<1940	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1940s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001231
Single-Family Attached	1940s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000117
Multi-Family with 2 - 4 Units	1940s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000230
Multi-Family with 5+ Units	1940s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000509
Mobile Home	1940s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1950s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.002596
Single-Family Attached	1950s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000247
Multi-Family with 2 - 4 Units	1950s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000484
Multi-Family with 5+ Units	1950s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001074
Mobile Home	1950s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1960s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.002627
Single-Family Attached	1960s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000250
Multi-Family with 2 - 4 Units	1960s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000490
Multi-Family with 5+ Units	1960s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001086
Mobile Home	1960s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1970s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.003751
Single-Family Attached	1970s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000357
Multi-Family with 2 - 4 Units	1970s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000700
Multi-Family with 5+ Units	1970s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001551
Mobile Home	1970s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1980s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.003288
Single-Family Attached	1980s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000313
Multi-Family with 2 - 4 Units	1980s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000614
Multi-Family with 5+ Units	1980s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.001360
Mobile Home	1980s	CR09	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1990s	CR09	Unheated Basement	0.050000	0.650000	0.300000	0.000000	0.003453
Single-Family Attached	1990s	CR09	Unheated Basement	0.050000	0.650000	0.300000	0.000000	0.000329
Multi-Family with 2 - 4 Units	1990s	CR09	Unheated Basement	0.050000	0.650000	0.300000	0.000000	0.000644
Multi-Family with 5+ Units	1990s	CR09	Unheated Basement	0.050000	0.650000	0.300000	0.000000	0.001428
Mobile Home	1990s	CR09	Unheated Basement	0.050000	0.650000	0.300000	0.000000	0.000000
Single-Family Detached	2000s	CR09	Unheated Basement	0.260000	0.170000	0.570000	0.000000	0.003519
Single-Family Attached	2000s	CR09	Unheated Basement	0.260000	0.170000	0.570000	0.000000	0.000335
Multi-Family with 2 - 4 Units	2000s	CR09	Unheated Basement	0.260000	0.170000	0.570000	0.000000	0.000657
Multi-Family with 5+ Units	2000s	CR09	Unheated Basement	0.260000	0.170000	0.570000	0.000000	0.001455
Mobile Home	2000s	CR09	Unheated Basement	0.260000	0.170000	0.570000	0.000000	0.000000
Single-Family Detached	2010s	CR09	Unheated Basement	0.260000	0.170000	0.570000	0.000000	0.000800
Single-Family Attached	2010s	CR09	Unheated Basement	0.260000	0.170000	0.570000	0.000000	0.000076
Multi-Family with 2 - 4 Units	2010s	CR09	Unheated Basement	0.260000	0.170000	0.570000	0.000000	0.000149
Multi-Family with 5+ Units	2010s	CR09	Unheated Basement	0.260000	0.170000	0.570000	0.000000	0.000331
Mobile Home	2010s	CR09	Unheated Basement	0.260000	0.170000	0.570000	0.000000	0.000000
Single-Family Detached	<1940	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000396
Single-Family Attached	<1940	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000038
Multi-Family with 2 - 4 Units	<1940	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000074
Multi-Family with 5+ Units	<1940	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000164
Mobile Home	<1940	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1940s	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000158
Single-Family Attached	1940s	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000015
Multi-Family with 2 - 4 Units	1940s	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000030
Multi-Family with 5+ Units	1940s	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000066
Mobile Home	1940s	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
Single-Family Detached	1950s	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000334
Single-Family Attached	1950s	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000032
Multi-Family with 2 - 4 Units	1950s	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000062
Multi-Family with 5+ Units	1950s	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000138
Mobile Home	1950s	CR10	Unheated Basement	1.000000	0.000000	0.000000	0.000000	0.000000
